,Codigo de via,Clase de la via,Particula de la via,Nombre de la via,Numero inicial del tramo,Numero final del tramo,Codigo postal
17128,650300,%CALLE%,DE    ,%RUFINO BLANCO%,31,9999,28028
17129,650300,%CALLE%,DE    ,%RUFINO BLANCO%,2,22,28028
17130,650300,%CALLE%,DE    ,%RUFINO BLANCO%,24,9998,28028
17131,650400,%CALLE%,DE    ,%RUFINO GONZALEZ%,1,45,28037
17132,650400,%CALLE%,DE    ,%RUFINO GONZALEZ%,47,9999,28037
17133,650400,%CALLE%,DE    ,%RUFINO GONZALEZ%,2,48,28037
17134,650400,%CALLE%,DE    ,%RUFINO GONZALEZ%,50,9998,28037
17135,650500,%GLORIETA%,DE    ,%RUFINO NOVALVOS%,1,9999,28025
17136,650500,%GLORIETA%,DE    ,%RUFINO NOVALVOS%,2,9998,28025
17137,650600,%CALLE%,DE    ,%RUFINO REJON%,1,9999,28044
17138,650600,%CALLE%,DE    ,%RUFINO REJON%,2,9998,28044
17139,650700,%CALLEJON%,DE LOS,%RUICES%,1,9999,28053
17140,650700,%CALLEJON%,DE LOS,%RUICES%,2,9998,28053
17141,650800,%CALLE%,DE    ,%RUIDERA%,1,9999,28053
17142,650800,%CALLE%,DE    ,%RUIDERA%,2,9998,28053
17143,650850,%CALLE%,DEL   ,%RUISE�OR%,1,9999,28025
17144,650850,%CALLE%,DEL   ,%RUISE�OR%,2,9998,28025
17145,650900,%CALLE%,DE    ,%RUIZ%,1,23,28004
17146,650900,%CALLE%,DE    ,%RUIZ%,25,9999,28010
17147,650900,%CALLE%,DE    ,%RUIZ%,2,22,28004
17148,650900,%CALLE%,DE    ,%RUIZ%,24,9998,28010
17149,651000,%CALLE%,DE    ,%RUIZ DE ALARCON%,1,7,28014
17150,651000,%CALLE%,DE    ,%RUIZ DE ALARCON%,9,19,28014
17151,651000,%CALLE%,DE    ,%RUIZ DE ALARCON%,21,9999,28014
17152,651000,%CALLE%,DE    ,%RUIZ DE ALARCON%,2,8,28014
17153,651000,%CALLE%,DE    ,%RUIZ DE ALARCON%,10,20,28014
17154,651000,%CALLE%,DE    ,%RUIZ DE ALARCON%,22,9998,28014
17155,651100,%GLORIETA%,DE    ,%RUIZ JIMENEZ%,1,9999,28015
17156,651100,%GLORIETA%,DE    ,%RUIZ JIMENEZ%,2,9998,28015
17157,651200,%CALLE%,DE    ,%RUIZ OCA�A%,1,9999,28028
17158,651200,%CALLE%,DE    ,%RUIZ OCA�A%,2,9998,28028
17159,651300,%CALLE%,DE    ,%RUIZ PALACIOS%,1,9999,28039
17160,651300,%CALLE%,DE    ,%RUIZ PALACIOS%,2,9998,28039
17161,651400,%CALLE%,DE    ,%RUIZ PERELLO%,1,9999,28028
17162,651400,%CALLE%,DE    ,%RUIZ PERELLO%,2,9998,28028
17163,651500,%CALLE%,DE    ,%RUPERTO ANDRES%,1,9999,28035
17164,651500,%CALLE%,DE    ,%RUPERTO ANDRES%,2,9998,28035
17165,651600,%PASEO%,DE    ,%RUPERTO CHAPI%,1,9999,28008
17166,651600,%PASEO%,DE    ,%RUPERTO CHAPI%,2,9998,28008
17167,651700,%CALLE%,DE    ,%RUTE%,1,9999,28011
17168,651700,%CALLE%,DE    ,%RUTE%,2,9998,28011
17169,651800,%PLAZA%,DE    ,%RUTILIO GACIS%,1,9999,28045
17170,651800,%PLAZA%,DE    ,%RUTILIO GACIS%,2,9998,28045
17171,651850,%CALLE%,DE    ,%RUY GONZALEZ DE CLAVIJO%,1,9999,28005
17172,651850,%CALLE%,DE    ,%RUY GONZALEZ DE CLAVIJO%,2,9998,28005
17173,651900,%CALLE%,DE    ,%RUZAFA%,1,9999,28038
17174,651900,%CALLE%,DE    ,%RUZAFA%,2,9998,28038
17175,652100,%CALLE%,DE    ,%SAAVEDRA FAJARDO%,1,9,28011
17176,652100,%CALLE%,DE    ,%SAAVEDRA FAJARDO%,11,9999,28011
17177,652100,%CALLE%,DE    ,%SAAVEDRA FAJARDO%,2,12,28011
17178,652100,%CALLE%,DE    ,%SAAVEDRA FAJARDO%,14,9998,28011
17179,652200,%CALLE%,DE    ,%SABADELL%,1,9999,28034
17180,652200,%CALLE%,DE    ,%SABADELL%,2,9998,28034
17181,652300,%CALLE%,DEL   ,%SABANERO%,1,9999,28025
17182,652300,%CALLE%,DEL   ,%SABANERO%,2,9998,28025
17183,652500,%CALLE%,DE    ,%SACEDON%,1,9999,28021
17184,652500,%CALLE%,DE    ,%SACEDON%,2,9998,28021
17185,652600,%PASAJE%,DEL   ,%SACERAL%,1,9999,28034
17186,652600,%PASAJE%,DEL   ,%SACERAL%,2,9998,28034
17187,652800,%CALLE%,DE LA ,%SACRAMENTAL DE SAN LORENZO%,1,9999,28019
17188,652800,%CALLE%,DE LA ,%SACRAMENTAL DE SAN LORENZO%,2,9998,28019
17189,652900,%CALLE%,DEL   ,%SACRAMENTO%,1,9999,28005
17190,652900,%CALLE%,DEL   ,%SACRAMENTO%,2,9998,28005
17191,653000,%CALLE%,DEL   ,%SACRIFICIO%,1,9999,28032
17192,653000,%CALLE%,DEL   ,%SACRIFICIO%,2,9998,28032
17193,653100,%TRAVESIA%,DEL   ,%SACRIFICIO%,1,9999,28032
17194,653100,%TRAVESIA%,DEL   ,%SACRIFICIO%,2,9998,28032
17195,653350,%CALLE%,DEL   ,%SACROMONTE%,1,9999,28041
17196,653350,%CALLE%,DEL   ,%SACROMONTE%,2,9998,28041
17197,653400,%CALLE%,DE    ,%S'AGARO%,1,9999,28038
17198,653400,%CALLE%,DE    ,%S'AGARO%,2,9998,28038
17199,653500,%CALLE%,DE    ,%SAGASTA%,1,9999,28004
17200,653500,%CALLE%,DE    ,%SAGASTA%,2,9998,28004
17201,653600,%CALLE%,DE    ,%SAGITARIO%,1,9999,28023
17202,653600,%CALLE%,DE    ,%SAGITARIO%,2,9998,28023
17203,653700,%CUESTA%,DEL   ,%SAGRADO CORAZON%,1,9,28016
17204,653700,%CUESTA%,DEL   ,%SAGRADO CORAZON%,11,9999,28033
17205,653700,%CUESTA%,DEL   ,%SAGRADO CORAZON%,2,12,28016
17206,653700,%CUESTA%,DEL   ,%SAGRADO CORAZON%,14,9998,28033
17207,653800,%PLAZA%,DEL   ,%SAGRADO CORAZON DE JESUS%,1,9999,28002
17208,653800,%PLAZA%,DEL   ,%SAGRADO CORAZON DE JESUS%,2,9998,28002
17209,653900,%CALLE%,DE LOS,%SAGRADOS CORAZONES%,1,9999,28011
17210,653900,%CALLE%,DE LOS,%SAGRADOS CORAZONES%,2,9998,28011
17211,654000,%PLAZA%,DE LOS,%SAGRADOS CORAZONES%,1,9999,28036
17212,654000,%PLAZA%,DE LOS,%SAGRADOS CORAZONES%,2,9998,28036
17213,654200,%CALLE%,DE    ,%SAGUNTO%,1,9999,28010
17214,654200,%CALLE%,DE    ,%SAGUNTO%,2,9998,28010
17215,654300,%CALLE%,DE    ,%SAHAGUN%,1,9999,28039
17216,654300,%CALLE%,DE    ,%SAHAGUN%,2,9998,28039
17217,654350,%CALLE%,DEL   ,%SAHARA%,1,9999,28041
17218,654350,%CALLE%,DEL   ,%SAHARA%,2,9998,28041
17219,654400,%CALLE%,DE    ,%SAINZ DE LA CALLEJA%,1,9999,28023
17220,654400,%CALLE%,DE    ,%SAINZ DE LA CALLEJA%,2,9998,28023
17221,654500,%CALLE%,DE LA ,%SAL%,1,9999,28012
17222,654500,%CALLE%,DE LA ,%SAL%,2,9998,28012
17223,654600,%CALLE%,DEL   ,%SALADO%,1,9999,28041
17224,654600,%CALLE%,DEL   ,%SALADO%,2,9998,28041
17225,654700,%CALLE%,DE    ,%SALAMANCA%,1,9999,28020
17226,654700,%CALLE%,DE    ,%SALAMANCA%,2,9998,28020
17227,654900,%CALLE%,DE    ,%SALAS%,1,9999,28006
17228,654900,%CALLE%,DE    ,%SALAS%,2,9998,28006
17229,655000,%CALLE%,DE    ,%SALAS BARBADILLO%,1,33,28017
17230,655000,%CALLE%,DE    ,%SALAS BARBADILLO%,35,9999,28017
17231,655000,%CALLE%,DE    ,%SALAS BARBADILLO%,2,40,28017
17232,655000,%CALLE%,DE    ,%SALAS BARBADILLO%,42,9998,28017
17233,655100,%AVENIDA%,DE    ,%SALAS DE LOS INFANTES%,1,9999,28034
17234,655100,%AVENIDA%,DE    ,%SALAS DE LOS INFANTES%,2,9998,28034
17235,655200,%CALLE%,DE    ,%SALASIERRA%,1,5,28026
17236,655200,%CALLE%,DE    ,%SALASIERRA%,7,9999,28026
17237,655200,%CALLE%,DE    ,%SALASIERRA%,2,4,28026
17238,655200,%CALLE%,DE    ,%SALASIERRA%,6,9998,28026
17239,655250,%CALLE%,DE    ,%SALCEDO%,1,9999,28034
17240,655250,%CALLE%,DE    ,%SALCEDO%,2,9998,28034
17241,655300,%CALLE%,DE    ,%SALDA�A%,1,9999,28019
17242,655300,%CALLE%,DE    ,%SALDA�A%,2,9998,28019
17243,655500,%PLAZA%,DE LAS,%SALESAS%,1,9999,28004
17244,655500,%PLAZA%,DE LAS,%SALESAS%,2,9998,28004
17245,655600,%CALLE%,DE    ,%SALIENTE%,1,9999,28007
17246,655600,%CALLE%,DE    ,%SALIENTE%,2,9998,28007
17247,655800,%CALLE%,DE    ,%SALINAS%,1,9999,28017
17248,655800,%CALLE%,DE    ,%SALINAS%,2,9998,28017
17249,655850,%CALLE%,DEL   ,%SALITRE%,1,37,28012
17250,655850,%CALLE%,DEL   ,%SALITRE%,39,9999,28012
17251,655850,%CALLE%,DEL   ,%SALITRE%,2,50,28012
17252,655850,%CALLE%,DEL   ,%SALITRE%,52,9998,28012
17253,655900,%CALLE%,DE    ,%SALLABERRY%,1,9999,28019
17254,655900,%CALLE%,DE    ,%SALLABERRY%,2,9998,28019
17255,655950,%CALLE%,DE    ,%SALOBRE�A%,1,9999,28041
17256,655950,%CALLE%,DE    ,%SALOBRE�A%,2,9998,28041
17257,656100,%CALLE%,DE    ,%SALORINO%,1,9999,28044
17258,656100,%CALLE%,DE    ,%SALORINO%,2,9998,28044
17259,656200,%CALLE%,DE    ,%SALOU%,1,17,28034
17260,656200,%CALLE%,DE    ,%SALOU%,19,9999,28034
17261,656200,%CALLE%,DE    ,%SALOU%,2,8,28034
17262,656200,%CALLE%,DE    ,%SALOU%,10,9998,28034
17263,656300,%CALLE%,DE    ,%SALSIPUEDES%,1,9999,28021
17264,656300,%CALLE%,DE    ,%SALSIPUEDES%,2,9998,28021
17265,656500,%CALLE%,DE LA ,%SALUD%,1,9999,28013
17266,656500,%CALLE%,DE LA ,%SALUD%,2,9998,28013
17267,656975,%CALLE%,DE    ,%SALUSTIANO OLOZAGA%,1,9999,28001
17268,656975,%CALLE%,DE    ,%SALUSTIANO OLOZAGA%,2,9998,28001
17269,657000,%CALLE%,DE    ,%EL SALVADOR%,1,9999,28012
17270,657000,%CALLE%,DE    ,%EL SALVADOR%,2,9998,28012
17271,657100,%CALLE%,DE    ,%SALVADOR ALONSO%,1,9999,28019
17272,657100,%CALLE%,DE    ,%SALVADOR ALONSO%,2,9998,28019
17273,657300,%PLAZA%,DE    ,%SALVADOR CRESPO%,1,9999,28011
17274,657300,%PLAZA%,DE    ,%SALVADOR CRESPO%,2,9998,28011
17275,657325,%PLAZA%,DE    ,%SALVADOR DALI%,1,9999,28009
17276,657325,%PLAZA%,DE    ,%SALVADOR DALI%,2,9998,28009
17277,657350,%CALLE%,DE    ,%SALVADOR DE MADARIAGA%,1,7,28027
17278,657350,%CALLE%,DE    ,%SALVADOR DE MADARIAGA%,9,9999,28027
17279,657350,%CALLE%,DE    ,%SALVADOR DE MADARIAGA%,2,26,28027
17280,657350,%CALLE%,DE    ,%SALVADOR DE MADARIAGA%,28,9998,28027
17281,657400,%CALLE%,DE    ,%SALVADOR MARTINEZ%,1,9999,28041
17282,657400,%CALLE%,DE    ,%SALVADOR MARTINEZ%,2,9998,28041
17283,657500,%CALLE%,DE    ,%SALVADOR MARTINEZ LOZANO%,1,17,28053
17284,657500,%CALLE%,DE    ,%SALVADOR MARTINEZ LOZANO%,19,9999,28053
17285,657500,%CALLE%,DE    ,%SALVADOR MARTINEZ LOZANO%,2,26,28053
17286,657500,%CALLE%,DE    ,%SALVADOR MARTINEZ LOZANO%,28,9998,28053
17287,657600,%CALLE%,DEL   ,%SALVADOR DEL MUNDO%,1,9999,28025
17288,657600,%CALLE%,DEL   ,%SALVADOR DEL MUNDO%,2,9998,28025
17289,657775,%CALLE%,DE    ,%SALVATIERRA%,1,9999,28034
17290,657775,%CALLE%,DE    ,%SALVATIERRA%,2,9998,28034
17291,657800,%CALLE%,DE LA ,%SALVIA%,1,9999,28039
17292,657800,%CALLE%,DE LA ,%SALVIA%,2,9998,28039
17293,657825,%CALLE%,DE    ,%SAMACA%,1,9999,28033
17294,657825,%CALLE%,DE    ,%SAMACA%,2,9998,28033
17295,657900,%CALLE%,DE    ,%SAMANIEGO%,1,7,28022
17296,657900,%CALLE%,DE    ,%SAMANIEGO%,9,9999,28022
17297,657900,%CALLE%,DE    ,%SAMANIEGO%,2,10,28022
17298,657900,%CALLE%,DE    ,%SAMANIEGO%,12,9998,28022
17299,657904,%CALLE%,DE    ,%SAMARIA%,1,9999,28009
17300,657904,%CALLE%,DE    ,%SAMARIA%,2,9998,28009
17301,658000,%CALLE%,DE    ,%SAMBARA%,1,49,28027
17302,658000,%CALLE%,DE    ,%SAMBARA%,51,67,28027
17303,658000,%CALLE%,DE    ,%SAMBARA%,69,93,28027
17304,658000,%CALLE%,DE    ,%SAMBARA%,95,123,28027
17305,658000,%CALLE%,DE    ,%SAMBARA%,125,141,28027
17306,658000,%CALLE%,DE    ,%SAMBARA%,143,9999,28027
17307,658000,%CALLE%,DE    ,%SAMBARA%,2,44,28027
17308,658000,%CALLE%,DE    ,%SAMBARA%,46,64,28027
17309,658000,%CALLE%,DE    ,%SAMBARA%,66,94,28027
17310,658000,%CALLE%,DE    ,%SAMBARA%,96,126,28027
17311,658000,%CALLE%,DE    ,%SAMBARA%,128,130,28027
17312,658000,%CALLE%,DE    ,%SAMBARA%,132,9998,28027
17313,658200,%CALLE%,DE    ,%SAMPERIO%,1,9999,28035
17314,658200,%CALLE%,DE    ,%SAMPERIO%,2,9998,28035
17315,658250,%CALLE%,DE    ,%SAN ADOLFO%,1,9999,28048
17316,658250,%CALLE%,DE    ,%SAN ADOLFO%,2,9998,28048
17317,658300,%CALLE%,DE    ,%SAN ADRIAN%,1,9999,28021
17318,658300,%CALLE%,DE    ,%SAN ADRIAN%,2,9998,28021
17319,658400,%CALLE%,DE    ,%SAN AGAPITO%,1,9999,28021
17320,658400,%CALLE%,DE    ,%SAN AGAPITO%,2,9998,28021
17321,658500,%CALLE%,DE    ,%SAN AGUSTIN%,1,9999,28014
17322,658500,%CALLE%,DE    ,%SAN AGUSTIN%,2,9998,28014
17323,658600,%CALLE%,DE    ,%SAN ALBERTO%,1,9999,28013
17324,658600,%CALLE%,DE    ,%SAN ALBERTO%,2,9998,28013
17325,658700,%CALLE%,DE    ,%SAN ALEJANDRO%,1,9999,28005
17326,658700,%CALLE%,DE    ,%SAN ALEJANDRO%,2,9998,28005
17327,658900,%PLAZA%,DE    ,%SAN AMARO%,1,9999,28020
17328,658900,%PLAZA%,DE    ,%SAN AMARO%,2,9998,28020
17329,659000,%CALLE%,DE    ,%SAN AMBROSIO%,1,9999,28011
17330,659000,%CALLE%,DE    ,%SAN AMBROSIO%,2,9998,28011
17331,659050,%PLAZA%,DE    ,%SAN ANACLETO%,1,9999,28023
17332,659050,%PLAZA%,DE    ,%SAN ANACLETO%,2,9998,28023
17333,659100,%CALLE%,DE    ,%SAN ANASTASIO%,1,9999,28005
17334,659100,%CALLE%,DE    ,%SAN ANASTASIO%,2,9998,28005
17335,659200,%CALLE%,DE    ,%SAN ANDRES%,1,9999,28004
17336,659200,%CALLE%,DE    ,%SAN ANDRES%,2,9998,28004
17337,659300,%COSTANILLA%,DE    ,%SAN ANDRES%,1,9999,28005
17338,659300,%COSTANILLA%,DE    ,%SAN ANDRES%,2,9998,28005
17339,659400,%PLAZA%,DE    ,%SAN ANDRES%,1,9999,28005
17340,659400,%PLAZA%,DE    ,%SAN ANDRES%,2,9998,28005
17341,659600,%CALLE%,DE    ,%SAN ANICETO%,1,9999,28022
17342,659600,%CALLE%,DE    ,%SAN ANICETO%,2,9998,28022
17343,659700,%CALLE%,DE    ,%JOSE MARIA GALVAN%,1,9999,28019
17344,659700,%CALLE%,DE    ,%JOSE MARIA GALVAN%,2,9998,28019
17345,659800,%CALLE%,DE    ,%SAN ANSELMO%,1,9999,28018
17346,659800,%CALLE%,DE    ,%SAN ANSELMO%,2,9998,28018
17347,659900,%CALLE%,DE    ,%SAN ANTOLIN%,1,9999,28025
17348,659900,%CALLE%,DE    ,%SAN ANTOLIN%,2,9998,28025
17349,660000,%CALLE%,DE    ,%SAN ANTON%,1,9999,28048
17350,660000,%CALLE%,DE    ,%SAN ANTON%,2,9998,28048
17351,660100,%CALLE%,DE    ,%SAN ANTONIO%,1,13,28020
17352,660100,%CALLE%,DE    ,%SAN ANTONIO%,15,9999,28020
17353,660100,%CALLE%,DE    ,%SAN ANTONIO%,2,9998,28020
17354,660400,%GLORIETA%,DE    ,%SAN ANTONIO DE LA FLORIDA%,1,9999,28008
17355,660400,%GLORIETA%,DE    ,%SAN ANTONIO DE LA FLORIDA%,2,9998,28008
17356,660500,%CALLE%,DE    ,%SAN ANTONIO DE PADUA%,1,21,28026
17357,660500,%CALLE%,DE    ,%SAN ANTONIO DE PADUA%,23,9999,28026
17358,660500,%CALLE%,DE    ,%SAN ANTONIO DE PADUA%,2,20,28026
17359,660500,%CALLE%,DE    ,%SAN ANTONIO DE PADUA%,22,9998,28026
17360,660600,%CALLE%,DE    ,%SAN AQUILINO%,1,9999,28029
17361,660600,%CALLE%,DE    ,%SAN AQUILINO%,2,9998,28029
17362,660700,%CALLE%,DE    ,%SAN ARMENGOL%,1,9999,28026
17363,660700,%CALLE%,DE    ,%SAN ARMENGOL%,2,9998,28026
17364,660800,%CALLE%,DE    ,%SAN ARTURO%,1,9999,28048
17365,660800,%CALLE%,DE    ,%SAN ARTURO%,2,9998,28048
17366,660950,%CALLE%,DE    ,%SAN AURELIANO%,1,9999,28021
17367,660950,%CALLE%,DE    ,%SAN AURELIANO%,2,9998,28021
17368,661000,%CALLE%,DE    ,%SAN BALDOMERO%,1,9999,28017
17369,661000,%CALLE%,DE    ,%SAN BALDOMERO%,2,9998,28017
17370,661100,%CALLE%,DE    ,%SAN BARTOLOME%,1,9999,28004
17371,661100,%CALLE%,DE    ,%SAN BARTOLOME%,2,9998,28004
17372,661200,%CALLE%,DE    ,%SAN BASILIO%,1,9999,28026
17373,661200,%CALLE%,DE    ,%SAN BASILIO%,2,9998,28026
17374,661300,%CALLE%,DE    ,%SAN BENIGNO%,1,9999,28011
17375,661300,%CALLE%,DE    ,%SAN BENIGNO%,2,9998,28011
17376,661400,%CALLE%,DE    ,%SAN BENITO%,1,41,28029
17377,661400,%CALLE%,DE    ,%SAN BENITO%,43,9999,28029
17378,661400,%CALLE%,DE    ,%SAN BENITO%,2,34,28029
17379,661400,%CALLE%,DE    ,%SAN BENITO%,36,9998,28029
17380,661500,%CALLE%,DE    ,%SAN BERNABE%,1,9999,28005
17381,661500,%CALLE%,DE    ,%SAN BERNABE%,2,9998,28005
17382,661600,%CALLE%,DE    ,%SAN BERNARDINO%,1,9999,28015
17383,661600,%CALLE%,DE    ,%SAN BERNARDINO%,2,9998,28015
17384,661700,%CALLE%,DE    ,%SAN BERNARDO%,1,11,28013
17385,661700,%CALLE%,DE    ,%SAN BERNARDO%,13,45,28015
17386,661700,%CALLE%,DE    ,%SAN BERNARDO%,47,63,28015
17387,661700,%CALLE%,DE    ,%SAN BERNARDO%,65,81,28015
17388,661700,%CALLE%,DE    ,%SAN BERNARDO%,83,91,28015
17389,661700,%CALLE%,DE    ,%SAN BERNARDO%,93,9999,28015
17390,661700,%CALLE%,DE    ,%SAN BERNARDO%,2,6,28013
17391,661700,%CALLE%,DE    ,%SAN BERNARDO%,8,62,28015
17392,661700,%CALLE%,DE    ,%SAN BERNARDO%,64,9998,28015
17393,661800,%CALLE%,DE    ,%SAN BLAS%,1,9999,28014
17394,661800,%CALLE%,DE    ,%SAN BLAS%,2,9998,28014
17395,662000,%CALLE%,DE    ,%SAN BONIFACIO%,1,9999,28021
17396,662000,%CALLE%,DE    ,%SAN BONIFACIO%,2,9998,28021
17397,662200,%CALLE%,DE    ,%SAN BRAULIO%,1,9999,28019
17398,662200,%CALLE%,DE    ,%SAN BRAULIO%,2,9998,28019
17399,662300,%CALLE%,DE    ,%SAN BRUNO%,1,9999,28005
17400,662300,%CALLE%,DE    ,%SAN BRUNO%,2,9998,28005
17401,662400,%CALLE%,DE    ,%SAN BUENAVENTURA%,1,9999,28005
17402,662400,%CALLE%,DE    ,%SAN BUENAVENTURA%,2,9998,28005
17403,662500,%CALLE%,DE    ,%SAN CANDIDO%,1,9999,28019
17404,662500,%CALLE%,DE    ,%SAN CANDIDO%,2,9998,28019
17405,662600,%CALLE%,DE    ,%SAN CANUTO%,1,9999,28011
17406,662600,%CALLE%,DE    ,%SAN CANUTO%,2,9998,28011
17407,662700,%CALLE%,DE    ,%SAN CARLOS%,1,9999,28012
17408,662700,%CALLE%,DE    ,%SAN CARLOS%,2,9998,28012
17409,662750,%CALLE%,DE    ,%SAN CASIMIRO%,1,9999,28026
17410,662750,%CALLE%,DE    ,%SAN CASIMIRO%,2,9998,28026
17411,662900,%CALLE%,DE    ,%SAN CAYETANO%,1,9999,28005
17412,662900,%CALLE%,DE    ,%SAN CAYETANO%,2,9998,28005
17413,663000,%PLAZA%,DE    ,%SAN CAYETANO%,1,9999,28028
17414,663000,%PLAZA%,DE    ,%SAN CAYETANO%,2,9998,28028
17415,663100,%CALLE%,DE    ,%SAN CESAR%,1,9999,28039
17416,663100,%CALLE%,DE    ,%SAN CESAR%,2,9998,28039
17417,663200,%CALLE%,DE    ,%SAN CESAREO%,1,9999,28021
17418,663200,%CALLE%,DE    ,%SAN CESAREO%,2,9998,28021
17419,663300,%CALLE%,DE    ,%SAN CIPRIANO%,1,31,28032
17420,663300,%CALLE%,DE    ,%SAN CIPRIANO%,33,59,28032
17421,663300,%CALLE%,DE    ,%SAN CIPRIANO%,61,9999,28032
17422,663300,%CALLE%,DE    ,%SAN CIPRIANO%,2,42,28032
17423,663300,%CALLE%,DE    ,%SAN CIPRIANO%,44,68,28032
17424,663300,%CALLE%,DE    ,%SAN CIPRIANO%,70,9998,28032
17425,663400,%CALLE%,DE    ,%SAN CIRIACO%,1,9999,28032
17426,663400,%CALLE%,DE    ,%SAN CIRIACO%,2,9998,28032
17427,663500,%CALLE%,DE    ,%SAN CIRILO%,1,9999,28048
17428,663500,%CALLE%,DE    ,%SAN CIRILO%,2,9998,28048
17429,663600,%CALLE%,DE    ,%SAN CLAUDIO%,1,67,28038
17430,663600,%CALLE%,DE    ,%SAN CLAUDIO%,69,75,28038
17431,663600,%CALLE%,DE    ,%SAN CLAUDIO%,77,9999,28038
17432,663600,%CALLE%,DE    ,%SAN CLAUDIO%,2,9998,28038
17433,663700,%CALLE%,DE    ,%SAN CLEMENTE%,1,9999,28025
17434,663700,%CALLE%,DE    ,%SAN CLEMENTE%,2,9998,28025
17435,663704,%PASAJE%,DE    ,%SAN CLEMENTE%,1,9999,28025
17436,663704,%PASAJE%,DE    ,%SAN CLEMENTE%,2,9998,28025
17437,663800,%CALLE%,DE    ,%SAN CLODOALDO%,1,9999,28017
17438,663800,%CALLE%,DE    ,%SAN CLODOALDO%,2,9998,28017
17439,663900,%CALLE%,DE    ,%SAN CONRADO%,1,9999,28011
17440,663900,%CALLE%,DE    ,%SAN CONRADO%,2,9998,28011
17441,664000,%CALLE%,DE    ,%SAN COSME Y SAN DAMIAN%,1,9999,28012
17442,664000,%CALLE%,DE    ,%SAN COSME Y SAN DAMIAN%,2,9998,28012
17443,664100,%CALLE%,DE    ,%SAN CRISPIN%,1,9999,28011
17444,664100,%CALLE%,DE    ,%SAN CRISPIN%,2,9998,28011
17445,664200,%CALLE%,DE    ,%SAN CRISTOBAL%,1,9999,28012
17446,664200,%CALLE%,DE    ,%SAN CRISTOBAL%,2,9998,28012
17447,664300,%PLAZA%,DE    ,%SAN CRISTOBAL%,1,9999,28022
17448,664300,%PLAZA%,DE    ,%SAN CRISTOBAL%,2,9998,28022
17449,664450,%CALLE%,DE    ,%SAN CUGAT DEL VALLES%,1,9999,28034
17450,664450,%CALLE%,DE    ,%SAN CUGAT DEL VALLES%,2,9998,28034
17451,664500,%CALLE%,DE    ,%SAN DACIO%,1,9999,28034
17452,664500,%CALLE%,DE    ,%SAN DACIO%,2,9998,28034
17453,664600,%CALLE%,DE    ,%SAN DALMACIO%,1,9999,28021
17454,664600,%CALLE%,DE    ,%SAN DALMACIO%,2,9998,28021
17455,664700,%CALLE%,DE    ,%SAN DAMASO%,1,9999,28019
17456,664700,%CALLE%,DE    ,%SAN DAMASO%,2,9998,28019
17457,664800,%CALLE%,DE    ,%SAN DANIEL%,1,9999,28045
17458,664800,%CALLE%,DE    ,%SAN DANIEL%,2,9998,28045
17459,664900,%CALLE%,DE    ,%SAN DAVID%,1,9999,28019
17460,664900,%CALLE%,DE    ,%SAN DAVID%,2,9998,28019
17461,665000,%CALLE%,DE    ,%SAN DELFIN%,1,9999,28019
17462,665000,%CALLE%,DE    ,%SAN DELFIN%,2,9998,28019
17463,665200,%CALLE%,DE    ,%SAN DEOGRACIAS%,1,9999,28044
17464,665200,%CALLE%,DE    ,%SAN DEOGRACIAS%,2,9998,28044
17465,665300,%CALLE%,DE    ,%SAN DIEGO%,1,9999,28038
17466,665300,%CALLE%,DE    ,%SAN DIEGO%,2,9998,28038
17467,665400,%AVENIDA%,DE    ,%SAN DIEGO%,1,53,28053
17468,665400,%AVENIDA%,DE    ,%SAN DIEGO%,55,67,28053
17469,665400,%AVENIDA%,DE    ,%SAN DIEGO%,69,81,28053
17470,665400,%AVENIDA%,DE    ,%SAN DIEGO%,83,85,28018
17471,665400,%AVENIDA%,DE    ,%SAN DIEGO%,87,9999,28018
17472,665400,%AVENIDA%,DE    ,%SAN DIEGO%,2,84,28053
17473,665400,%AVENIDA%,DE    ,%SAN DIEGO%,86,108,28053
17474,665400,%AVENIDA%,DE    ,%SAN DIEGO%,110,118,28053
17475,665400,%AVENIDA%,DE    ,%SAN DIEGO%,120,126,28018
17476,665400,%AVENIDA%,DE    ,%SAN DIEGO%,128,134,28018
17477,665400,%AVENIDA%,DE    ,%SAN DIEGO%,136,9998,28018
17478,665450,%PLAZA%,DE    ,%SAN DIEGO%,1,9999,28018
17479,665450,%PLAZA%,DE    ,%SAN DIEGO%,2,9998,28018
17480,665500,%TRAVESIA%,DE    ,%SAN DIEGO%,1,9999,28018
17481,665500,%TRAVESIA%,DE    ,%SAN DIEGO%,2,9998,28018
17482,665600,%CALLE%,DE    ,%SAN DIMAS%,1,9999,28015
17483,665600,%CALLE%,DE    ,%SAN DIMAS%,2,9998,28015
17484,665650,%CALLE%,DE    ,%SAN DONATO%,1,9999,28017
17485,665650,%CALLE%,DE    ,%SAN DONATO%,2,9998,28017
17486,665800,%CALLE%,DE    ,%SAN ELIAS%,1,9999,28026
17487,665800,%CALLE%,DE    ,%SAN ELIAS%,2,9998,28026
17488,665900,%AVENIDA%,DE    ,%SAN ELOY%,1,9999,28022
17489,665900,%AVENIDA%,DE    ,%SAN ELOY%,2,9998,28022
17490,666000,%CALLE%,DE    ,%SAN EMETERIO%,1,9999,28025
17491,666000,%CALLE%,DE    ,%SAN EMETERIO%,2,9998,28025
