Codigo de via;Clase de la via;Particula de la via;Nombre de la via;Tipo de tramo ;Nombre de la aproximacion;Numero inicial del tramo;Calificador del numero inicial del tramo;Numero final del tramo;Calificador del numero final del tramo;Codigo postal;Seccion de carteria
499700;AVENIDA                 ;DEL   ;MEDITERRANEO                                    ;par  ;NUM;26;  ;44;  ;28007;N/D
499700;AVENIDA                 ;DEL   ;MEDITERRANEO                                    ;par  ;NUM;46;  ;9998;  ;28007;N/D
499800;GLORIETA                ;DE LA ;MEDUSA                                          ;impar;NUM;1;  ;9999;  ;28042;N/D
499800;GLORIETA                ;DE LA ;MEDUSA                                          ;par  ;NUM;2;  ;9998;  ;28042;N/D
500000;CALLE                   ;DE    ;MEJIA LEQUERICA                                 ;impar;NUM;1;  ;7;  ;28004;N/D
500000;CALLE                   ;DE    ;MEJIA LEQUERICA                                 ;impar;NUM;9;  ;9999;  ;28004;N/D
500000;CALLE                   ;DE    ;MEJIA LEQUERICA                                 ;par  ;NUM;2;  ;6;  ;28004;N/D
500000;CALLE                   ;DE    ;MEJIA LEQUERICA                                 ;par  ;NUM;8;  ;9998;  ;28004;N/D
500200;CALLE                   ;DE    ;MEJICO                                          ;impar;NUM;1;  ;43;  ;28028;N/D
500200;CALLE                   ;DE    ;MEJICO                                          ;impar;NUM;45;  ;9999;  ;28028;N/D
500200;CALLE                   ;DE    ;MEJICO                                          ;par  ;NUM;2;  ;32;  ;28028;N/D
500200;CALLE                   ;DE    ;MEJICO                                          ;par  ;NUM;34;  ;9998;  ;28028;N/D
500400;CALLE                   ;DE    ;MEJORADA DEL CAMPO                              ;impar;NUM;1;  ;9999;  ;28045;N/D
500400;CALLE                   ;DE    ;MEJORADA DEL CAMPO                              ;par  ;NUM;2;  ;9998;  ;28045;N/D
500500;CALLE                   ;DE LA ;MEJORANA                                        ;impar;NUM;1;  ;25;  ;28053;N/D
500500;CALLE                   ;DE LA ;MEJORANA                                        ;impar;NUM;27;  ;9999;  ;28053;N/D
500500;CALLE                   ;DE LA ;MEJORANA                                        ;par  ;NUM;2;  ;30;  ;28053;N/D
500500;CALLE                   ;DE LA ;MEJORANA                                        ;par  ;NUM;32;  ;9998;  ;28053;N/D
500700;PASEO                   ;DE LOS;MELANCOLICOS                                    ;impar;NUM;1;  ;13;  ;28005;N/D
500700;PASEO                   ;DE LOS;MELANCOLICOS                                    ;impar;NUM;15;  ;49;  ;28005;N/D
500700;PASEO                   ;DE LOS;MELANCOLICOS                                    ;impar;NUM;51;  ;9999;  ;28005;N/D
500700;PASEO                   ;DE LOS;MELANCOLICOS                                    ;par  ;NUM;2;  ;10;  ;28005;N/D
500700;PASEO                   ;DE LOS;MELANCOLICOS                                    ;par  ;NUM;12;  ;16;  ;28005;N/D
500700;PASEO                   ;DE LOS;MELANCOLICOS                                    ;par  ;NUM;18;  ;9998;  ;28005;N/D
500800;CALLE                   ;DE    ;MELCHOR CANO                                    ;impar;NUM;1;  ;9999;  ;28008;N/D
500800;CALLE                   ;DE    ;MELCHOR CANO                                    ;par  ;NUM;2;  ;9998;  ;28008;N/D
500900;CALLE                   ;DE    ;MELCHOR FERNANDEZ ALMAGRO                       ;impar;NUM;1;  ;7;  ;28029;N/D
500900;CALLE                   ;DE    ;MELCHOR FERNANDEZ ALMAGRO                       ;impar;NUM;9;  ;27;  ;28029;N/D
500900;CALLE                   ;DE    ;MELCHOR FERNANDEZ ALMAGRO                       ;impar;NUM;29;  ;99;  ;28029;N/D
500900;CALLE                   ;DE    ;MELCHOR FERNANDEZ ALMAGRO                       ;impar;NUM;101;  ;9999;  ;28029;N/D
500900;CALLE                   ;DE    ;MELCHOR FERNANDEZ ALMAGRO                       ;par  ;NUM;2;  ;4;  ;28029;N/D
500900;CALLE                   ;DE    ;MELCHOR FERNANDEZ ALMAGRO                       ;par  ;NUM;6;  ;12;  ;28029;N/D
500900;CALLE                   ;DE    ;MELCHOR FERNANDEZ ALMAGRO                       ;par  ;NUM;14;  ;40;  ;28029;N/D
500900;CALLE                   ;DE    ;MELCHOR FERNANDEZ ALMAGRO                       ;par  ;NUM;42;  ;72;  ;28029;N/D
500900;CALLE                   ;DE    ;MELCHOR FERNANDEZ ALMAGRO                       ;par  ;NUM;74;  ;9998;  ;28029;N/D
501000;CALLE                   ;DE    ;MELENDEZ VALDES                                 ;impar;NUM;1;  ;9999;  ;28015;N/D
501000;CALLE                   ;DE    ;MELENDEZ VALDES                                 ;par  ;NUM;2;  ;9998;  ;28015;N/D
501150;CALLE                   ;DE    ;MELILLA                                         ;impar;NUM;1;  ;9999;  ;28005;N/D
501150;CALLE                   ;DE    ;MELILLA                                         ;par  ;NUM;2;  ;9998;  ;28005;N/D
501200;CALLEJON                ;DEL   ;MELLIZO                                         ;impar;NUM;1;  ;9999;  ;28005;N/D
501200;CALLEJON                ;DEL   ;MELLIZO                                         ;par  ;NUM;2;  ;9998;  ;28005;N/D
501300;CALLE                   ;DE    ;MELQUIADES BIENCINTO                            ;impar;NUM;1;  ;9999;  ;28053;N/D
501300;CALLE                   ;DE    ;MELQUIADES BIENCINTO                            ;par  ;NUM;2;  ;9998;  ;28053;N/D
501400;CALLE                   ;DE    ;MEMBEZAR                                        ;impar;NUM;1;  ;9999;  ;28053;N/D
501400;CALLE                   ;DE    ;MEMBEZAR                                        ;par  ;NUM;2;  ;14;  ;28053;N/D
501400;CALLE                   ;DE    ;MEMBEZAR                                        ;par  ;NUM;16;  ;9998;  ;28053;N/D
501500;CALLE                   ;DEL   ;MEMBRILLO                                       ;impar;NUM;1;  ;9999;  ;28036;N/D
501500;CALLE                   ;DEL   ;MEMBRILLO                                       ;par  ;NUM;2;  ;9998;  ;28036;N/D
501550;PLAZA                   ;DE LA ;MEMORIA VINCULANTE                              ;impar;NUM;1;  ;9999;  ;28041;N/D
501550;PLAZA                   ;DE LA ;MEMORIA VINCULANTE                              ;par  ;NUM;2;  ;9998;  ;28041;N/D
501650;CALLE                   ;DE    ;MENASALBAS                                      ;impar;NUM;1;  ;9999;  ;28041;N/D
501650;CALLE                   ;DE    ;MENASALBAS                                      ;par  ;NUM;2;  ;9998;  ;28041;N/D
501700;CALLE                   ;DE    ;MENDEZ ALVARO                                   ;impar;NUM;1;  ;1;  ;28045;N/D
501700;CALLE                   ;DE    ;MENDEZ ALVARO                                   ;impar;NUM;3;  ;77;  ;28045;N/D
501700;CALLE                   ;DE    ;MENDEZ ALVARO                                   ;impar;NUM;79;  ;83;  ;28045;N/D
501700;CALLE                   ;DE    ;MENDEZ ALVARO                                   ;impar;NUM;85;  ;9999;  ;28053;N/D
501700;CALLE                   ;DE    ;MENDEZ ALVARO                                   ;par  ;NUM;2;  ;22;  ;28045;N/D
501700;CALLE                   ;DE    ;MENDEZ ALVARO                                   ;par  ;NUM;24;  ;32;  ;28045;N/D
501700;CALLE                   ;DE    ;MENDEZ ALVARO                                   ;par  ;NUM;34;  ;42;  ;28045;N/D
501700;CALLE                   ;DE    ;MENDEZ ALVARO                                   ;par  ;NUM;44;  ;62;  ;28045;N/D
501700;CALLE                   ;DE    ;MENDEZ ALVARO                                   ;par  ;NUM;64;  ;76;  ;28045;N/D
501700;CALLE                   ;DE    ;MENDEZ ALVARO                                   ;par  ;NUM;78;  ;80;  ;28045;N/D
501700;CALLE                   ;DE    ;MENDEZ ALVARO                                   ;par  ;NUM;82;  ;9998;  ;28053;N/D
501800;CALLE                   ;DE    ;MENDEZ NUÑEZ                                    ;impar;NUM;1;  ;9999;  ;28014;N/D
501800;CALLE                   ;DE    ;MENDEZ NUÑEZ                                    ;par  ;NUM;2;  ;9998;  ;28014;N/D
501900;PLAZA                   ;DE    ;MENDEZ PARADA                                   ;impar;NUM;1;  ;9999;  ;28025;N/D
501900;PLAZA                   ;DE    ;MENDEZ PARADA                                   ;par  ;NUM;2;  ;9998;  ;28025;N/D
502200;CALLE                   ;DE    ;MENDIVIL                                        ;impar;NUM;1;  ;9999;  ;28038;N/D
502200;CALLE                   ;DE    ;MENDIVIL                                        ;par  ;NUM;2;  ;9998;  ;28038;N/D
502300;AVENIDA                 ;DE    ;MENENDEZ PELAYO                                 ;impar;NUM;1;  ;63;  ;28009;N/D
502300;AVENIDA                 ;DE    ;MENENDEZ PELAYO                                 ;impar;NUM;65;  ;69;  ;28009;N/D
502300;AVENIDA                 ;DE    ;MENENDEZ PELAYO                                 ;impar;NUM;71;  ;91;  ;28007;N/D
502300;AVENIDA                 ;DE    ;MENENDEZ PELAYO                                 ;impar;NUM;93;  ;9999;  ;28007;N/D
502300;AVENIDA                 ;DE    ;MENENDEZ PELAYO                                 ;par  ;NUM;2;  ;14;  ;28009;N/D
502300;AVENIDA                 ;DE    ;MENENDEZ PELAYO                                 ;par  ;NUM;16;  ;9998;  ;28007;N/D
502325;PLAZA                   ;DE    ;MENENDEZ PELAYO                                 ;impar;NUM;1;  ;9999;  ;28040;N/D
502325;PLAZA                   ;DE    ;MENENDEZ PELAYO                                 ;par  ;NUM;2;  ;9998;  ;28040;N/D
502350;CALLE                   ;DE    ;MENENDEZ PIDAL                                  ;impar;NUM;1;  ;27;  ;28036;N/D
502350;CALLE                   ;DE    ;MENENDEZ PIDAL                                  ;impar;NUM;29;  ;31;  ;28036;N/D
502350;CALLE                   ;DE    ;MENENDEZ PIDAL                                  ;impar;NUM;33;  ;9999;  ;28036;N/D
502350;CALLE                   ;DE    ;MENENDEZ PIDAL                                  ;par  ;NUM;2;  ;28;  ;28036;N/D
502350;CALLE                   ;DE    ;MENENDEZ PIDAL                                  ;par  ;NUM;30;  ;32;  ;28036;N/D
502350;CALLE                   ;DE    ;MENENDEZ PIDAL                                  ;par  ;NUM;34;  ;9998;  ;28036;N/D
502400;CALLE                   ;DE    ;MENESES                                         ;impar;NUM;1;  ;9999;  ;28045;N/D
502400;CALLE                   ;DE    ;MENESES                                         ;par  ;NUM;2;  ;9998;  ;28045;N/D
502500;PLAZA                   ;DE    ;LAS MENINAS                                     ;impar;NUM;1;  ;9999;  ;28025;N/D
502500;PLAZA                   ;DE    ;LAS MENINAS                                     ;par  ;NUM;2;  ;9998;  ;28025;N/D
502700;CALLE                   ;DE    ;MENORCA                                         ;impar;NUM;1;  ;11;  ;28009;N/D
502700;CALLE                   ;DE    ;MENORCA                                         ;impar;NUM;13;  ;37;  ;28009;N/D
502700;CALLE                   ;DE    ;MENORCA                                         ;impar;NUM;39;  ;9999;  ;28009;N/D
502700;CALLE                   ;DE    ;MENORCA                                         ;par  ;NUM;2;  ;12;  ;28009;N/D
502700;CALLE                   ;DE    ;MENORCA                                         ;par  ;NUM;14;  ;34;  ;28009;N/D
502700;CALLE                   ;DE    ;MENORCA                                         ;par  ;NUM;36;  ;9998;  ;28009;N/D
502801;CALLE                   ;DE LA ;MENTA                                           ;impar;NUM;1;  ;9999;  ;28023;N/D
502801;CALLE                   ;DE LA ;MENTA                                           ;par  ;NUM;2;  ;9998;  ;28023;N/D
502900;CALLE                   ;DE    ;MENTRIDA                                        ;impar;NUM;1;  ;35;  ;28043;N/D
502900;CALLE                   ;DE    ;MENTRIDA                                        ;impar;NUM;37;  ;9999;  ;28043;N/D
502900;CALLE                   ;DE    ;MENTRIDA                                        ;par  ;NUM;2;  ;36;  ;28043;N/D
502900;CALLE                   ;DE    ;MENTRIDA                                        ;par  ;NUM;38;  ;9998;  ;28043;N/D
502950;CALLE                   ;DE    ;MEQUINENZA                                      ;impar;NUM;1;  ;9999;  ;28022;N/D
502950;CALLE                   ;DE    ;MEQUINENZA                                      ;par  ;NUM;2;  ;9998;  ;28022;N/D
503000;CALLEJON                ;DEL   ;MERCADO                                         ;impar;NUM;1;  ;9999;  ;28005;N/D
503000;CALLEJON                ;DEL   ;MERCADO                                         ;par  ;NUM;2;  ;9998;  ;28005;N/D
503100;CALLE                   ;DE LAS;MERCEDES                                        ;impar;NUM;1;  ;9999;  ;28020;N/D
503100;CALLE                   ;DE LAS;MERCEDES                                        ;par  ;NUM;2;  ;9998;  ;28020;N/D
503400;CALLE                   ;DE    ;MERCEDES ARTEAGA                                ;impar;NUM;1;  ;23;  ;28019;N/D
503400;CALLE                   ;DE    ;MERCEDES ARTEAGA                                ;impar;NUM;25;  ;9999;  ;28019;N/D
503400;CALLE                   ;DE    ;MERCEDES ARTEAGA                                ;par  ;NUM;2;  ;26;  ;28019;N/D
503400;CALLE                   ;DE    ;MERCEDES ARTEAGA                                ;par  ;NUM;28;  ;9998;  ;28019;N/D
503500;CALLE                   ;DE    ;MERCEDES DOMINGO                                ;impar;NUM;1;  ;9999;  ;28019;N/D
503500;CALLE                   ;DE    ;MERCEDES DOMINGO                                ;par  ;NUM;2;  ;9998;  ;28019;N/D
503600;CALLE                   ;DE    ;MERCEDES MANJON                                 ;impar;NUM;1;  ;9999;  ;28026;N/D
503600;CALLE                   ;DE    ;MERCEDES MANJON                                 ;par  ;NUM;2;  ;9998;  ;28026;N/D
503700;CALLE                   ;DE    ;MERCEDES RODRIGUEZ                              ;impar;NUM;1;  ;9999;  ;28044;N/D
503700;CALLE                   ;DE    ;MERCEDES RODRIGUEZ                              ;par  ;NUM;2;  ;9998;  ;28044;N/D
504000;CALLE                   ;DEL   ;MERCURIO                                        ;impar;NUM;1;  ;17;  ;28032;N/D
504000;CALLE                   ;DEL   ;MERCURIO                                        ;impar;NUM;19;  ;27;  ;28032;N/D
504000;CALLE                   ;DEL   ;MERCURIO                                        ;impar;NUM;29;  ;9999;  ;28032;N/D
504000;CALLE                   ;DEL   ;MERCURIO                                        ;par  ;NUM;2;  ;14;  ;28032;N/D
504000;CALLE                   ;DEL   ;MERCURIO                                        ;par  ;NUM;16;  ;20;  ;28032;N/D
504000;CALLE                   ;DEL   ;MERCURIO                                        ;par  ;NUM;22;  ;9998;  ;28032;N/D
504100;PLAZA                   ;DE    ;MERCURIO                                        ;impar;NUM;1;  ;9999;  ;28042;N/D
504100;PLAZA                   ;DE    ;MERCURIO                                        ;par  ;NUM;2;  ;9998;  ;28042;N/D
504225;CALLE                   ;DE    ;MERIDA                                          ;impar;NUM;1;  ;9999;  ;28030;N/D
504225;CALLE                   ;DE    ;MERIDA                                          ;par  ;NUM;2;  ;54;  ;28030;N/D
504225;CALLE                   ;DE    ;MERIDA                                          ;par  ;NUM;56;  ;9998;  ;28030;N/D
504300;CALLE                   ;DE    ;LOS MESEJO                                      ;impar;NUM;1;  ;9999;  ;28007;N/D
504300;CALLE                   ;DE    ;LOS MESEJO                                      ;par  ;NUM;2;  ;9998;  ;28007;N/D
504400;CALLE                   ;DE    ;MESENA                                          ;impar;NUM;1;  ;33;  ;28033;N/D
504400;CALLE                   ;DE    ;MESENA                                          ;impar;NUM;35;  ;65;  ;28033;N/D
504400;CALLE                   ;DE    ;MESENA                                          ;impar;NUM;67;  ;89;  ;28033;N/D
504400;CALLE                   ;DE    ;MESENA                                          ;impar;NUM;91;  ;9999;  ;28033;N/D
504400;CALLE                   ;DE    ;MESENA                                          ;par  ;NUM;2;  ;70;  ;28033;N/D
504400;CALLE                   ;DE    ;MESENA                                          ;par  ;NUM;72;  ;104;  ;28033;N/D
504400;CALLE                   ;DE    ;MESENA                                          ;par  ;NUM;106;  ;140;  ;28033;N/D
504400;CALLE                   ;DE    ;MESENA                                          ;par  ;NUM;142;  ;9998;  ;28033;N/D
504600;PLAZA                   ;DE LA ;MESETA                                          ;impar;NUM;1;  ;9999;  ;28008;N/D
504600;PLAZA                   ;DE LA ;MESETA                                          ;par  ;NUM;2;  ;9998;  ;28008;N/D
504800;PLAZA                   ;DEL   ;MESIAS                                          ;impar;NUM;1;  ;9999;  ;28037;N/D
504800;PLAZA                   ;DEL   ;MESIAS                                          ;par  ;NUM;2;  ;9998;  ;28037;N/D
504900;CALLE                   ;DEL   ;MESON DE PAÑOS                                  ;impar;NUM;1;  ;9999;  ;28013;N/D
504900;CALLE                   ;DEL   ;MESON DE PAÑOS                                  ;par  ;NUM;2;  ;9998;  ;28013;N/D
505000;CALLE                   ;DEL   ;MESON DE PAREDES                                ;impar;NUM;1;  ;13;  ;28012;N/D
505000;CALLE                   ;DEL   ;MESON DE PAREDES                                ;impar;NUM;15;  ;47;  ;28012;N/D
505000;CALLE                   ;DEL   ;MESON DE PAREDES                                ;impar;NUM;49;  ;69;  ;28012;N/D
505000;CALLE                   ;DEL   ;MESON DE PAREDES                                ;impar;NUM;71;  ;9999;  ;28012;N/D
505000;CALLE                   ;DEL   ;MESON DE PAREDES                                ;par  ;NUM;2;  ;18;  ;28012;N/D
505000;CALLE                   ;DEL   ;MESON DE PAREDES                                ;par  ;NUM;20;  ;44;  ;28012;N/D
505000;CALLE                   ;DEL   ;MESON DE PAREDES                                ;par  ;NUM;46;  ;76;  ;28012;N/D
505000;CALLE                   ;DEL   ;MESON DE PAREDES                                ;par  ;NUM;78;  ;9998;  ;28012;N/D
505100;CALLE                   ;DE    ;MESONERO ROMANOS                                ;impar;NUM;1;  ;11;  ;28013;N/D
505100;CALLE                   ;DE    ;MESONERO ROMANOS                                ;impar;NUM;13;  ;9999;  ;28004;N/D
505100;CALLE                   ;DE    ;MESONERO ROMANOS                                ;par  ;NUM;2;  ;16;  ;28013;N/D
505100;CALLE                   ;DE    ;MESONERO ROMANOS                                ;par  ;NUM;18;  ;9998;  ;28004;N/D
505200;CALLE                   ;DE    ;MESTANZA                                        ;impar;NUM;1;  ;9999;  ;28053;N/D
505200;CALLE                   ;DE    ;MESTANZA                                        ;par  ;NUM;2;  ;9998;  ;28053;N/D
505300;CALLE                   ;DEL   ;METAL                                           ;impar;NUM;1;  ;9999;  ;28021;N/D
505300;CALLE                   ;DEL   ;METAL                                           ;par  ;NUM;2;  ;9998;  ;28021;N/D
505325;AVENIDA                 ;DE    ;MEJICO                                          ;impar;NUM;1;  ;9999;  ;28009;N/D
505325;AVENIDA                 ;DE    ;MEJICO                                          ;par  ;NUM;2;  ;9998;  ;28009;N/D
505350;CALLE                   ;DE LA ;MEZQUITA                                        ;impar;NUM;1;  ;9999;  ;28041;N/D
505350;CALLE                   ;DE LA ;MEZQUITA                                        ;par  ;NUM;2;  ;2;  ;28041;N/D
505350;CALLE                   ;DE LA ;MEZQUITA                                        ;par  ;NUM;4;  ;9998;  ;28041;N/D
505400;CALLE                   ;DE LA ;MICA                                            ;impar;NUM;1;  ;9999;  ;28021;N/D
505400;CALLE                   ;DE LA ;MICA                                            ;par  ;NUM;2;  ;9998;  ;28021;N/D
505500;CALLE                   ;DE    ;MIERES                                          ;impar;NUM;1;  ;9999;  ;28037;N/D
505500;CALLE                   ;DE    ;MIERES                                          ;par  ;NUM;2;  ;9998;  ;28037;N/D
505700;CALLE                   ;DE    ;MIGUEL ANGEL                                    ;impar;NUM;1;  ;9;  ;28010;N/D
505700;CALLE                   ;DE    ;MIGUEL ANGEL                                    ;impar;NUM;11;  ;9999;  ;28010;N/D
505700;CALLE                   ;DE    ;MIGUEL ANGEL                                    ;par  ;NUM;2;  ;12;  ;28010;N/D
505700;CALLE                   ;DE    ;MIGUEL ANGEL                                    ;par  ;NUM;14;  ;9998;  ;28010;N/D
505900;CALLE                   ;DE    ;MIGUEL ARACIL                                   ;impar;NUM;1;  ;43;  ;28035;N/D
505900;CALLE                   ;DE    ;MIGUEL ARACIL                                   ;impar;NUM;45;  ;9999;  ;28035;N/D
505900;CALLE                   ;DE    ;MIGUEL ARACIL                                   ;par  ;NUM;2;  ;54;  ;28035;N/D
505900;CALLE                   ;DE    ;MIGUEL ARACIL                                   ;par  ;NUM;56;  ;9998;  ;28035;N/D
506000;CALLE                   ;DE    ;MIGUEL ARREDONDO                                ;impar;NUM;1;  ;9999;  ;28045;N/D
506000;CALLE                   ;DE    ;MIGUEL ARREDONDO                                ;par  ;NUM;2;  ;9998;  ;28045;N/D
506300;CALLE                   ;DE    ;MIGUEL FLETA                                    ;impar;NUM;1;  ;9999;  ;28037;N/D
506300;CALLE                   ;DE    ;MIGUEL FLETA                                    ;par  ;NUM;2;  ;9998;  ;28037;N/D
506650;AVENIDA                 ;DE    ;MIGUEL HERNANDEZ                                ;impar;NUM;1;  ;9;  ;28038;N/D
506650;AVENIDA                 ;DE    ;MIGUEL HERNANDEZ                                ;impar;NUM;11;  ;9999;  ;28038;N/D
506650;AVENIDA                 ;DE    ;MIGUEL HERNANDEZ                                ;par  ;NUM;2;  ;38;  ;28038;N/D
506650;AVENIDA                 ;DE    ;MIGUEL HERNANDEZ                                ;par  ;NUM;40;  ;50;  ;28038;N/D
506650;AVENIDA                 ;DE    ;MIGUEL HERNANDEZ                                ;par  ;NUM;52;  ;78;  ;28018;N/D
506650;AVENIDA                 ;DE    ;MIGUEL HERNANDEZ                                ;par  ;NUM;80;  ;110;  ;28018;N/D
506650;AVENIDA                 ;DE    ;MIGUEL HERNANDEZ                                ;par  ;NUM;112;  ;9998;  ;28018;N/D
506800;CALLE                   ;DE    ;MIGUEL DE LA IGLESIA                            ;impar;NUM;1;  ;9999;  ;28027;N/D
506800;CALLE                   ;DE    ;MIGUEL DE LA IGLESIA                            ;par  ;NUM;2;  ;9998;  ;28027;N/D
506900;CALLE                   ;DE    ;MIGUEL MAYOR                                    ;impar;NUM;1;  ;9999;  ;28019;N/D
506900;CALLE                   ;DE    ;MIGUEL MAYOR                                    ;par  ;NUM;2;  ;9998;  ;28019;N/D
507100;CALLE                   ;DE    ;MIGUEL MOYA                                     ;impar;NUM;1;  ;9999;  ;28004;N/D
507100;CALLE                   ;DE    ;MIGUEL MOYA                                     ;par  ;NUM;2;  ;9998;  ;28004;N/D
507200;CALLE                   ;DE    ;MIGUEL PALACIOS                                 ;impar;NUM;1;  ;9999;  ;28038;N/D
507200;CALLE                   ;DE    ;MIGUEL PALACIOS                                 ;par  ;NUM;2;  ;9998;  ;28038;N/D
507300;CALLE                   ;DE    ;MIGUEL DE LA ROCA                               ;impar;NUM;1;  ;15;  ;28053;N/D
507300;CALLE                   ;DE    ;MIGUEL DE LA ROCA                               ;impar;NUM;17;  ;9999;  ;28053;N/D
507300;CALLE                   ;DE    ;MIGUEL DE LA ROCA                               ;par  ;NUM;2;  ;12;  ;28053;N/D
507300;CALLE                   ;DE    ;MIGUEL DE LA ROCA                               ;par  ;NUM;14;  ;9998;  ;28053;N/D
507500;GLORIETA                ;DE    ;MIGUEL RUBIALES                                 ;impar;NUM;1;  ;9999;  ;28039;N/D
507500;GLORIETA                ;DE    ;MIGUEL RUBIALES                                 ;par  ;NUM;2;  ;9998;  ;28039;N/D
507600;CALLE                   ;DE    ;MIGUEL SAN NARCISO                              ;impar;NUM;1;  ;9999;  ;28018;N/D
507600;CALLE                   ;DE    ;MIGUEL SAN NARCISO                              ;par  ;NUM;2;  ;9998;  ;28018;N/D
507700;CALLE                   ;DE    ;MIGUEL SERVET                                   ;impar;NUM;1;  ;9999;  ;28012;N/D
507700;CALLE                   ;DE    ;MIGUEL SERVET                                   ;par  ;NUM;2;  ;9998;  ;28012;N/D
507800;CALLE                   ;DE    ;MIGUEL SOLAS                                    ;impar;NUM;1;  ;9999;  ;28021;N/D
507800;CALLE                   ;DE    ;MIGUEL SOLAS                                    ;par  ;NUM;2;  ;9998;  ;28021;N/D
507900;CALLE                   ;DE    ;MIGUEL SORIANO                                  ;impar;NUM;1;  ;9999;  ;28019;N/D
507900;CALLE                   ;DE    ;MIGUEL SORIANO                                  ;par  ;NUM;2;  ;9998;  ;28019;N/D
508000;CALLE                   ;DE    ;MIGUEL YUSTE                                    ;impar;NUM;1;  ;35;  ;28037;N/D
508000;CALLE                   ;DE    ;MIGUEL YUSTE                                    ;impar;NUM;37;  ;9999;  ;28037;N/D
508000;CALLE                   ;DE    ;MIGUEL YUSTE                                    ;par  ;NUM;2;  ;50;  ;28037;N/D
508000;CALLE                   ;DE    ;MIGUEL YUSTE                                    ;par  ;NUM;52;  ;9998;  ;28037;N/D
508005;CALLE                   ;DE    ;MIJANCAS                                        ;impar;NUM;1;  ;9999;  ;28022;N/D
508005;CALLE                   ;DE    ;MIJANCAS                                        ;par  ;NUM;2;  ;9998;  ;28022;N/D
508010;CALLE                   ;DE    ;MIJAS                                           ;impar;NUM;1;  ;9999;  ;28018;N/D
508010;CALLE                   ;DE    ;MIJAS                                           ;par  ;NUM;2;  ;9998;  ;28018;N/D
508015;PLAZA                   ;DE LOS;MIL DELEGADOS                                   ;impar;NUM;1;  ;9999;  ;28041;N/D
508015;PLAZA                   ;DE LOS;MIL DELEGADOS                                   ;par  ;NUM;2;  ;9998;  ;28041;N/D
508025;CALLEJON                ;DE LOS;MILAGROS                                        ;impar;NUM;1;  ;9999;  ;28053;N/D
508025;CALLEJON                ;DE LOS;MILAGROS                                        ;par  ;NUM;2;  ;9998;  ;28053;N/D
508100;CALLE                   ;DE LA ;MILAGROSA                                       ;impar;NUM;1;  ;9999;  ;28011;N/D
508100;CALLE                   ;DE LA ;MILAGROSA                                       ;par  ;NUM;2;  ;9998;  ;28011;N/D
508200;CALLE                   ;DE    ;MILAN                                           ;impar;NUM;1;  ;25;  ;28043;N/D
508200;CALLE                   ;DE    ;MILAN                                           ;impar;NUM;27;  ;9999;  ;28043;N/D
508200;CALLE                   ;DE    ;MILAN                                           ;par  ;NUM;2;  ;12;  ;28043;N/D
508200;CALLE                   ;DE    ;MILAN                                           ;par  ;NUM;14;  ;9998;  ;28043;N/D
508300;CALLE                   ;DE LOS;MILANESES                                       ;impar;NUM;1;  ;9999;  ;28013;N/D
508300;CALLE                   ;DE LOS;MILANESES                                       ;par  ;NUM;2;  ;9998;  ;28013;N/D
508550;CALLE                   ;DE    ;MILMARCOS                                       ;impar;NUM;1;  ;9999;  ;28031;N/D
508550;CALLE                   ;DE    ;MILMARCOS                                       ;par  ;NUM;2;  ;9998;  ;28031;N/D
508563;CALLE                   ;DE LA ;MIMOSA                                          ;impar;NUM;1;  ;9999;  ;28023;N/D
508563;CALLE                   ;DE LA ;MIMOSA                                          ;par  ;NUM;2;  ;9998;  ;28023;N/D
508700;CALLE                   ;DE LAS;MINAS                                           ;impar;NUM;1;  ;13;  ;28004;N/D
508700;CALLE                   ;DE LAS;MINAS                                           ;impar;NUM;15;  ;9999;  ;28004;N/D
508700;CALLE                   ;DE LAS;MINAS                                           ;par  ;NUM;2;  ;18;  ;28004;N/D
508700;CALLE                   ;DE LAS;MINAS                                           ;par  ;NUM;20;  ;9998;  ;28004;N/D
508751;CALLE                   ;DE LA ;BLENDA                                          ;impar;NUM;1;  ;9999;  ;28023;N/D
508751;CALLE                   ;DE LA ;BLENDA                                          ;par  ;NUM;2;  ;9998;  ;28023;N/D
508801;CALLE                   ;DE LOS;MINERALES                                       ;impar;NUM;1;  ;9999;  ;28023;N/D
508801;CALLE                   ;DE LOS;MINERALES                                       ;par  ;NUM;2;  ;9998;  ;28023;N/D
508900;CALLE                   ;DE LA ;MINERIA                                         ;impar;NUM;1;  ;9999;  ;28037;N/D
508900;CALLE                   ;DE LA ;MINERIA                                         ;par  ;NUM;2;  ;9998;  ;28037;N/D
508950;CALLE                   ;DE    ;MINGORRIA                                       ;impar;NUM;1;  ;9999;  ;28024;N/D
508950;CALLE                   ;DE    ;MINGORRIA                                       ;par  ;NUM;2;  ;9998;  ;28024;N/D
509100;CALLE                   ;DE LOS;MINISTRILES                                     ;impar;NUM;1;  ;9999;  ;28012;N/D
509100;CALLE                   ;DE LOS;MINISTRILES                                     ;par  ;NUM;2;  ;9998;  ;28012;N/D
509200;CALLE                   ;DE LOS;MINISTRILES CHICA                               ;impar;NUM;1;  ;9999;  ;28012;N/D
509200;CALLE                   ;DE LOS;MINISTRILES CHICA                               ;par  ;NUM;2;  ;9998;  ;28012;N/D
509300;CALLE                   ;DEL   ;MINISTRO IBAÑEZ MARTIN                          ;impar;NUM;1;  ;9999;  ;28015;N/D
