Codigo de via;Clase de la via;Particula de la via;Nombre de la via;Tipo de tramo ;Nombre de la aproximacion;Numero inicial del tramo;Calificador del numero inicial del tramo;Numero final del tramo;Calificador del numero final del tramo;Codigo postal;Seccion de carteria
155900;CALLE                   ;DEL   ;CASTILLO DE UCLES                               ;impar;NUM;11;  ;33;  ;28037;N/D
155900;CALLE                   ;DEL   ;CASTILLO DE UCLES                               ;impar;NUM;35;  ;9999;  ;28037;N/D
155900;CALLE                   ;DEL   ;CASTILLO DE UCLES                               ;par  ;NUM;2;  ;22;  ;28037;N/D
155900;CALLE                   ;DEL   ;CASTILLO DE UCLES                               ;par  ;NUM;24;  ;9998;  ;28037;N/D
156100;CALLE                   ;DE    ;CASTO PLASENCIA                                 ;impar;NUM;1;  ;9999;  ;28004;N/D
156100;CALLE                   ;DE    ;CASTO PLASENCIA                                 ;par  ;NUM;2;  ;9998;  ;28004;N/D
156200;CALLE                   ;DEL   ;CASTOR                                          ;impar;NUM;1;  ;9999;  ;28022;N/D
156200;CALLE                   ;DEL   ;CASTOR                                          ;par  ;NUM;2;  ;9998;  ;28022;N/D
156400;CALLE                   ;DE    ;CASTREJON                                       ;impar;NUM;1;  ;3;  ;28002;N/D
156400;CALLE                   ;DE    ;CASTREJON                                       ;impar;NUM;5;  ;9999;  ;28016;N/D
156400;CALLE                   ;DE    ;CASTREJON                                       ;par  ;NUM;2;  ;4;  ;28002;N/D
156400;CALLE                   ;DE    ;CASTREJON                                       ;par  ;NUM;6;  ;9998;  ;28016;N/D
156450;CALLE                   ;DE    ;CASTRILLO DE AZA                                ;impar;NUM;1;  ;5;  ;28031;N/D
156450;CALLE                   ;DE    ;CASTRILLO DE AZA                                ;impar;NUM;7;  ;9999;  ;28031;N/D
156450;CALLE                   ;DE    ;CASTRILLO DE AZA                                ;par  ;NUM;2;  ;9998;  ;28031;N/D
156600;CALLE                   ;DE    ;CASTRO DE ORO                                   ;impar;NUM;1;  ;39;  ;28019;N/D
156600;CALLE                   ;DE    ;CASTRO DE ORO                                   ;impar;NUM;41;  ;9999;  ;28019;N/D
156600;CALLE                   ;DE    ;CASTRO DE ORO                                   ;par  ;NUM;2;  ;22;  ;28019;N/D
156600;CALLE                   ;DE    ;CASTRO DE ORO                                   ;par  ;NUM;24;  ;9998;  ;28019;N/D
156700;CUESTA                  ;DE    ;CASTRO DE VIGO                                  ;impar;NUM;1;  ;9999;  ;28011;N/D
156700;CUESTA                  ;DE    ;CASTRO DE VIGO                                  ;par  ;NUM;2;  ;9998;  ;28011;N/D
156800;CALLE                   ;DE    ;CASTROJERIZ                                     ;impar;NUM;1;  ;9999;  ;28025;N/D
156800;CALLE                   ;DE    ;CASTROJERIZ                                     ;par  ;NUM;2;  ;9998;  ;28025;N/D
157000;CALLE                   ;DE    ;CASTROMONTE                                     ;impar;NUM;1;  ;9999;  ;28043;N/D
157000;CALLE                   ;DE    ;CASTROMONTE                                     ;par  ;NUM;2;  ;9998;  ;28043;N/D
157100;CALLE                   ;DE    ;CASTRONUÑO                                      ;impar;NUM;1;  ;9999;  ;28043;N/D
157100;CALLE                   ;DE    ;CASTRONUÑO                                      ;par  ;NUM;2;  ;9998;  ;28043;N/D
157200;CALLE                   ;DE    ;CASTROPOL                                       ;impar;NUM;1;  ;9999;  ;28037;N/D
157200;CALLE                   ;DE    ;CASTROPOL                                       ;par  ;NUM;2;  ;9998;  ;28037;N/D
157300;CALLE                   ;DE    ;CASTROSERNA                                     ;impar;NUM;1;  ;9999;  ;28047;N/D
157300;CALLE                   ;DE    ;CASTROSERNA                                     ;par  ;NUM;2;  ;9998;  ;28047;N/D
157400;CALLE                   ;DE    ;CASTROVERDE                                     ;impar;NUM;1;  ;9999;  ;28037;N/D
157400;CALLE                   ;DE    ;CASTROVERDE                                     ;par  ;NUM;2;  ;9998;  ;28037;N/D
157500;CALLE                   ;DE    ;CASTUERA                                        ;impar;NUM;1;  ;9999;  ;28047;N/D
157500;CALLE                   ;DE    ;CASTUERA                                        ;par  ;NUM;2;  ;9998;  ;28047;N/D
157600;CALLE                   ;DEL   ;CASUARIO                                        ;impar;NUM;1;  ;9999;  ;28025;N/D
157600;CALLE                   ;DEL   ;CASUARIO                                        ;par  ;NUM;2;  ;9998;  ;28025;N/D
157800;CALLE                   ;DE    ;CATALINA SUAREZ                                 ;impar;NUM;1;  ;9999;  ;28007;N/D
157800;CALLE                   ;DE    ;CATALINA SUAREZ                                 ;par  ;NUM;2;  ;9998;  ;28007;N/D
157850;PLAZA                   ;DE    ;CATALUÑA                                        ;impar;NUM;1;  ;9999;  ;28002;N/D
157850;PLAZA                   ;DE    ;CATALUÑA                                        ;par  ;NUM;2;  ;9998;  ;28002;N/D
158150;CALLE                   ;DE    ;CAUCA                                           ;impar;NUM;1;  ;9999;  ;28033;N/D
158150;CALLE                   ;DE    ;CAUCA                                           ;par  ;NUM;2;  ;9998;  ;28033;N/D
158160;CALLE                   ;DEL   ;CAUCHO                                          ;impar;NUM;1;  ;9999;  ;28037;N/D
158160;CALLE                   ;DEL   ;CAUCHO                                          ;par  ;NUM;2;  ;9998;  ;28037;N/D
158300;PLAZA                   ;DE    ;EL PARDO                                        ;impar;NUM;1;  ;9999;  ;28048;N/D
158300;PLAZA                   ;DE    ;EL PARDO                                        ;par  ;NUM;2;  ;9998;  ;28048;N/D
158500;CALLE                   ;DE    ;CAUNEDO                                         ;impar;NUM;1;  ;9999;  ;28037;N/D
158500;CALLE                   ;DE    ;CAUNEDO                                         ;par  ;NUM;2;  ;9998;  ;28037;N/D
158600;CALLE                   ;DE LA ;CAVA ALTA                                       ;impar;NUM;1;  ;9999;  ;28005;N/D
158600;CALLE                   ;DE LA ;CAVA ALTA                                       ;par  ;NUM;2;  ;9998;  ;28005;N/D
158700;CALLE                   ;DE LA ;CAVA BAJA                                       ;impar;NUM;1;  ;9;  ;28005;N/D
158700;CALLE                   ;DE LA ;CAVA BAJA                                       ;impar;NUM;11;  ;9999;  ;28005;N/D
158700;CALLE                   ;DE LA ;CAVA BAJA                                       ;par  ;NUM;2;  ;16;  ;28005;N/D
158700;CALLE                   ;DE LA ;CAVA BAJA                                       ;par  ;NUM;18;  ;9998;  ;28005;N/D
158800;CALLE                   ;DE LA ;CAVA DE SAN MIGUEL                              ;impar;NUM;1;  ;9999;  ;28005;N/D
158800;CALLE                   ;DE LA ;CAVA DE SAN MIGUEL                              ;par  ;NUM;2;  ;9998;  ;28005;N/D
158900;CALLE                   ;DE    ;CAVANILLES                                      ;impar;NUM;1;  ;27;  ;28007;N/D
158900;CALLE                   ;DE    ;CAVANILLES                                      ;impar;NUM;29;  ;39;  ;28007;N/D
158900;CALLE                   ;DE    ;CAVANILLES                                      ;impar;NUM;41;  ;9999;  ;28007;N/D
158900;CALLE                   ;DE    ;CAVANILLES                                      ;par  ;NUM;2;  ;56;  ;28007;N/D
158900;CALLE                   ;DE    ;CAVANILLES                                      ;par  ;NUM;58;  ;9998;  ;28007;N/D
159000;CALLEJON                ;DE    ;CAVANILLES                                      ;impar;NUM;1;  ;9999;  ;28007;N/D
159000;CALLEJON                ;DE    ;CAVANILLES                                      ;par  ;NUM;2;  ;9998;  ;28007;N/D
159100;PARTICULAR              ;DE    ;CAVANILLES                                      ;impar;NUM;1;  ;9999;  ;28007;N/D
159100;PARTICULAR              ;DE    ;CAVANILLES                                      ;par  ;NUM;2;  ;9998;  ;28007;N/D
159200;PASAJE                  ;DE    ;CAVANILLES                                      ;impar;NUM;1;  ;9999;  ;28007;N/D
159200;PASAJE                  ;DE    ;CAVANILLES                                      ;par  ;NUM;2;  ;9998;  ;28007;N/D
159300;CALLE                   ;DE    ;CAYETANO PANDO                                  ;impar;NUM;1;  ;9999;  ;28047;N/D
159300;CALLE                   ;DE    ;CAYETANO PANDO                                  ;par  ;NUM;2;  ;9998;  ;28047;N/D
159400;CALLE                   ;DE    ;CAYETANO RODRIGUEZ                              ;impar;NUM;1;  ;9999;  ;28024;N/D
159400;CALLE                   ;DE    ;CAYETANO RODRIGUEZ                              ;par  ;NUM;2;  ;9998;  ;28024;N/D
159600;PLAZA                   ;DEL   ;CAZADOR                                         ;impar;NUM;1;  ;9999;  ;28025;N/D
159600;PLAZA                   ;DEL   ;CAZADOR                                         ;par  ;NUM;2;  ;9998;  ;28025;N/D
159700;CALLE                   ;DE    ;CAZORLA                                         ;impar;NUM;1;  ;73;  ;28053;N/D
159700;CALLE                   ;DE    ;CAZORLA                                         ;impar;NUM;75;  ;9999;  ;28053;N/D
159700;CALLE                   ;DE    ;CAZORLA                                         ;par  ;NUM;2;  ;9998;  ;28053;N/D
159800;CALLE                   ;DE    ;CEA BERMUDEZ                                    ;impar;NUM;1;  ;31;  ;28003;N/D
159800;CALLE                   ;DE    ;CEA BERMUDEZ                                    ;impar;NUM;33;  ;9999;  ;28003;N/D
159800;CALLE                   ;DE    ;CEA BERMUDEZ                                    ;par  ;NUM;2;  ;32;  ;28003;N/D
159800;CALLE                   ;DE    ;CEA BERMUDEZ                                    ;par  ;NUM;34;  ;9998;  ;28003;N/D
159900;CALLE                   ;DE LA ;CEBADA                                          ;impar;NUM;1;  ;9999;  ;28005;N/D
159900;CALLE                   ;DE LA ;CEBADA                                          ;par  ;NUM;2;  ;9998;  ;28005;N/D
160000;PLAZA                   ;DE LA ;CEBADA                                          ;impar;NUM;1;  ;9999;  ;28005;N/D
160000;PLAZA                   ;DE LA ;CEBADA                                          ;par  ;NUM;2;  ;9998;  ;28005;N/D
160050;CAMINO                  ;DE LA ;CEBOLLA                                         ;impar;NUM;1;  ;9999;  ;28052;N/D
160050;CAMINO                  ;DE LA ;CEBOLLA                                         ;par  ;NUM;2;  ;9998;  ;28052;N/D
160100;CALLE                   ;DE    ;CEBREROS                                        ;impar;NUM;1;  ;41;  ;28011;N/D
160100;CALLE                   ;DE    ;CEBREROS                                        ;impar;NUM;43;  ;9999;  ;28011;N/D
160100;CALLE                   ;DE    ;CEBREROS                                        ;par  ;NUM;2;  ;36;  ;28011;N/D
160100;CALLE                   ;DE    ;CEBREROS                                        ;par  ;NUM;38;  ;76;  ;28011;N/D
160100;CALLE                   ;DE    ;CEBREROS                                        ;par  ;NUM;78;  ;9998;  ;28011;N/D
160300;CALLE                   ;DE    ;CECILIO PERUCHA                                 ;impar;NUM;1;  ;9999;  ;28038;N/D
160300;CALLE                   ;DE    ;CECILIO PERUCHA                                 ;par  ;NUM;2;  ;9998;  ;28038;N/D
160400;CALLE                   ;DE    ;CEDACEROS                                       ;impar;NUM;1;  ;9999;  ;28014;N/D
160400;CALLE                   ;DE    ;CEDACEROS                                       ;par  ;NUM;2;  ;9998;  ;28014;N/D
160500;CALLE                   ;DE LOS;CEDROS                                          ;impar;NUM;1;  ;5;  ;28029;N/D
160500;CALLE                   ;DE LOS;CEDROS                                          ;impar;NUM;7;  ;43;  ;28029;N/D
160500;CALLE                   ;DE LOS;CEDROS                                          ;impar;NUM;45;  ;63;  ;28029;N/D
160500;CALLE                   ;DE LOS;CEDROS                                          ;impar;NUM;65;  ;9999;  ;28029;N/D
160500;CALLE                   ;DE LOS;CEDROS                                          ;par  ;NUM;2;  ;4;  ;28029;N/D
160500;CALLE                   ;DE LOS;CEDROS                                          ;par  ;NUM;6;  ;56;  ;28029;N/D
160500;CALLE                   ;DE LOS;CEDROS                                          ;par  ;NUM;58;  ;86;  ;28029;N/D
160500;CALLE                   ;DE LOS;CEDROS                                          ;par  ;NUM;88;  ;9998;  ;28029;N/D
160600;CALLE                   ;DE    ;CEFEO                                           ;impar;NUM;1;  ;9999;  ;28019;N/D
160600;CALLE                   ;DE    ;CEFEO                                           ;par  ;NUM;2;  ;9998;  ;28019;N/D
160700;CALLE                   ;DE    ;CEFERINO AVILA                                  ;impar;NUM;1;  ;9999;  ;28024;N/D
160700;CALLE                   ;DE    ;CEFERINO AVILA                                  ;par  ;NUM;2;  ;9998;  ;28024;N/D
160800;CALLE                   ;DE    ;CEFERINO RODRIGUEZ                              ;impar;NUM;1;  ;9999;  ;28029;N/D
160800;CALLE                   ;DE    ;CEFERINO RODRIGUEZ                              ;par  ;NUM;2;  ;9998;  ;28029;N/D
160900;PLAZA                   ;DE    ;CEFIRO                                          ;impar;NUM;1;  ;9999;  ;28022;N/D
160900;PLAZA                   ;DE    ;CEFIRO                                          ;par  ;NUM;2;  ;9998;  ;28022;N/D
161100;CALLE                   ;DE    ;CELANOVA                                        ;impar;NUM;1;  ;9999;  ;28029;N/D
161100;CALLE                   ;DE    ;CELANOVA                                        ;par  ;NUM;2;  ;9998;  ;28029;N/D
161200;PLAZA                   ;DE    ;CELENQUE                                        ;impar;NUM;1;  ;9999;  ;28013;N/D
161200;PLAZA                   ;DE    ;CELENQUE                                        ;par  ;NUM;2;  ;9998;  ;28013;N/D
161250;CALLE                   ;DE    ;CELEORAMA GOMEZ                                 ;impar;NUM;1;  ;9999;  ;28049;N/D
161250;CALLE                   ;DE    ;CELEORAMA GOMEZ                                 ;par  ;NUM;2;  ;9998;  ;28049;N/D
161300;CALLE                   ;DE    ;CELESTE                                         ;impar;NUM;1;  ;9999;  ;28043;N/D
161300;CALLE                   ;DE    ;CELESTE                                         ;par  ;NUM;2;  ;9998;  ;28043;N/D
161700;CALLE                   ;DE LAS;CELINDAS                                        ;impar;NUM;1;  ;9999;  ;28016;N/D
161700;CALLE                   ;DE LAS;CELINDAS                                        ;par  ;NUM;2;  ;9998;  ;28016;N/D
161800;AVENIDA                 ;DE    ;CELIO VILLALBA                                  ;impar;NUM;1;  ;9999;  ;28033;N/D
161800;AVENIDA                 ;DE    ;CELIO VILLALBA                                  ;par  ;NUM;2;  ;9998;  ;28033;N/D
161900;CALLE                   ;DE    ;CELLA                                           ;impar;NUM;1;  ;9999;  ;28021;N/D
161900;CALLE                   ;DE    ;CELLA                                           ;par  ;NUM;2;  ;9998;  ;28021;N/D
162100;CALLE                   ;DEL   ;CEMENTO                                         ;impar;NUM;1;  ;9999;  ;28041;N/D
162100;CALLE                   ;DEL   ;CEMENTO                                         ;par  ;NUM;2;  ;9998;  ;28041;N/D
162200;CAMINO                  ;DE LOS;CENAGALES                                       ;impar;NUM;1;  ;9999;  ;28055;N/D
162200;CAMINO                  ;DE LOS;CENAGALES                                       ;par  ;NUM;2;  ;9998;  ;28055;N/D
162300;CALLE                   ;DE    ;CENICERO                                        ;impar;NUM;1;  ;9999;  ;28014;N/D
162300;CALLE                   ;DE    ;CENICERO                                        ;par  ;NUM;2;  ;9998;  ;28014;N/D
162400;CALLE                   ;DE    ;CENICIENTOS                                     ;impar;NUM;1;  ;9999;  ;28039;N/D
162400;CALLE                   ;DE    ;CENICIENTOS                                     ;par  ;NUM;2;  ;9998;  ;28039;N/D
162450;CALLE                   ;DEL   ;CENSO                                           ;impar;NUM;1;  ;9999;  ;28041;N/D
162450;CALLE                   ;DEL   ;CENSO                                           ;par  ;NUM;2;  ;9998;  ;28041;N/D
162500;CALLE                   ;DEL   ;CENTAURO                                        ;impar;NUM;1;  ;9999;  ;28023;N/D
162500;CALLE                   ;DEL   ;CENTAURO                                        ;par  ;NUM;2;  ;9998;  ;28023;N/D
162700;CALLE                   ;DE    ;CENTENERA                                       ;impar;NUM;1;  ;9999;  ;28017;N/D
162700;CALLE                   ;DE    ;CENTENERA                                       ;par  ;NUM;2;  ;9998;  ;28017;N/D
163400;CALLE                   ;DE LOS;CERAMISTAS                                      ;impar;NUM;1;  ;9999;  ;28037;N/D
163400;CALLE                   ;DE LOS;CERAMISTAS                                      ;par  ;NUM;2;  ;9998;  ;28037;N/D
163600;CALLE                   ;DE    ;CERCEDILLA                                      ;impar;NUM;1;  ;9999;  ;28015;N/D
163600;CALLE                   ;DE    ;CERCEDILLA                                      ;par  ;NUM;2;  ;9998;  ;28015;N/D
163700;CALLE                   ;DE LOS;CEREALES                                        ;impar;NUM;1;  ;9999;  ;28037;N/D
163700;CALLE                   ;DE LOS;CEREALES                                        ;par  ;NUM;2;  ;9998;  ;28037;N/D
163800;CALLE                   ;DE    ;CERECINOS                                       ;impar;NUM;1;  ;9999;  ;28026;N/D
163800;CALLE                   ;DE    ;CERECINOS                                       ;par  ;NUM;2;  ;4;  ;28026;N/D
163800;CALLE                   ;DE    ;CERECINOS                                       ;par  ;NUM;6;  ;9998;  ;28026;N/D
163900;CALLE                   ;DE    ;CEREDA                                          ;impar;NUM;1;  ;9999;  ;28016;N/D
163900;CALLE                   ;DE    ;CEREDA                                          ;par  ;NUM;2;  ;9998;  ;28016;N/D
164100;CALLE                   ;DE LA ;CEREZA                                          ;impar;NUM;1;  ;9999;  ;28026;N/D
164100;CALLE                   ;DE LA ;CEREZA                                          ;par  ;NUM;2;  ;9998;  ;28026;N/D
164200;CALLE                   ;DEL   ;CEREZAL                                         ;impar;NUM;1;  ;9999;  ;28037;N/D
164200;CALLE                   ;DEL   ;CEREZAL                                         ;par  ;NUM;2;  ;9998;  ;28037;N/D
164400;CALLE                   ;DE    ;CEREZUELA                                       ;impar;NUM;1;  ;9999;  ;28023;N/D
164400;CALLE                   ;DE    ;CEREZUELA                                       ;par  ;NUM;2;  ;9998;  ;28023;N/D
164500;CALLE                   ;DE LA ;CERRAJERIA                                      ;impar;NUM;1;  ;9999;  ;28037;N/D
164500;CALLE                   ;DE LA ;CERRAJERIA                                      ;par  ;NUM;2;  ;9998;  ;28037;N/D
164600;CALLE                   ;DEL   ;CERRILLO                                        ;impar;NUM;1;  ;9999;  ;28034;N/D
164600;CALLE                   ;DEL   ;CERRILLO                                        ;par  ;NUM;2;  ;9998;  ;28034;N/D
165000;CALLE                   ;DEL   ;CERRO DE LA ALCAZABA                            ;impar;NUM;1;  ;9999;  ;28053;N/D
165000;CALLE                   ;DEL   ;CERRO DE LA ALCAZABA                            ;par  ;NUM;2;  ;9998;  ;28053;N/D
165200;CALLE                   ;DEL   ;CERRO DE LOS ANGELES                            ;impar;NUM;1;  ;9999;  ;28021;N/D
165200;CALLE                   ;DEL   ;CERRO DE LOS ANGELES                            ;par  ;NUM;2;  ;9998;  ;28021;N/D
165400;AVENIDA                 ;DEL   ;CERRO DE LOS ANGELES                            ;impar;NUM;1;  ;7;  ;28026;N/D
165400;AVENIDA                 ;DEL   ;CERRO DE LOS ANGELES                            ;impar;NUM;9;  ;9999;  ;28026;N/D
165400;AVENIDA                 ;DEL   ;CERRO DE LOS ANGELES                            ;par  ;NUM;2;  ;8;  ;28026;N/D
165400;AVENIDA                 ;DEL   ;CERRO DE LOS ANGELES                            ;par  ;NUM;10;  ;9998;  ;28026;N/D
165600;CALLE                   ;DEL   ;CERRO BERMEJO                                   ;impar;NUM;1;  ;9999;  ;28011;N/D
165600;CALLE                   ;DEL   ;CERRO BERMEJO                                   ;par  ;NUM;2;  ;9998;  ;28011;N/D
165700;PLAZA                   ;DEL   ;CERRO BERMEJO                                   ;impar;NUM;1;  ;9999;  ;28011;N/D
165700;PLAZA                   ;DEL   ;CERRO BERMEJO                                   ;par  ;NUM;2;  ;9998;  ;28011;N/D
165800;CALLE                   ;DEL   ;CERRO BLANCO                                    ;impar;NUM;1;  ;11;  ;28026;N/D
165800;CALLE                   ;DEL   ;CERRO BLANCO                                    ;impar;NUM;13;  ;9999;  ;28026;N/D
165800;CALLE                   ;DEL   ;CERRO BLANCO                                    ;par  ;NUM;2;  ;9998;  ;28026;N/D
166150;CALLE                   ;DEL   ;CERRO DEL CARRASCO                              ;impar;NUM;1;  ;9999;  ;28031;N/D
166150;CALLE                   ;DEL   ;CERRO DEL CARRASCO                              ;par  ;NUM;2;  ;9998;  ;28031;N/D
166200;CALLE                   ;DEL   ;CERRO DEL CASTAÑAR                              ;impar;NUM;1;  ;35;  ;28034;N/D
166200;CALLE                   ;DEL   ;CERRO DEL CASTAÑAR                              ;impar;NUM;37;  ;9999;  ;28034;N/D
166200;CALLE                   ;DEL   ;CERRO DEL CASTAÑAR                              ;par  ;NUM;2;  ;68;  ;28034;N/D
166200;CALLE                   ;DEL   ;CERRO DEL CASTAÑAR                              ;par  ;NUM;70;  ;9998;  ;28034;N/D
166300;PLAZA                   ;DEL   ;CERRO CASTELO                                   ;impar;NUM;1;  ;9999;  ;28038;N/D
166300;PLAZA                   ;DEL   ;CERRO CASTELO                                   ;par  ;NUM;2;  ;9998;  ;28038;N/D
166500;CALLE                   ;DE LA ;PINTORA ANGELES SANTOS                          ;impar;NUM;1;  ;9999;  ;28053;N/D
166500;CALLE                   ;DE LA ;PINTORA ANGELES SANTOS                          ;par  ;NUM;2;  ;9998;  ;28053;N/D
166700;CALLE                   ;DEL   ;CERRO DE LA MICA                                ;impar;NUM;1;  ;9999;  ;28047;N/D
166700;CALLE                   ;DEL   ;CERRO DE LA MICA                                ;par  ;NUM;2;  ;9998;  ;28047;N/D
167000;CALLE                   ;DEL   ;CERRO NEGRO                                     ;impar;NUM;1;  ;9999;  ;28007;N/D
167000;CALLE                   ;DEL   ;CERRO NEGRO                                     ;par  ;NUM;2;  ;9998;  ;28007;N/D
167100;CALLE                   ;DEL   ;CERRO ORTIGOSO                                  ;impar;NUM;1;  ;9999;  ;28034;N/D
167100;CALLE                   ;DEL   ;CERRO ORTIGOSO                                  ;par  ;NUM;2;  ;9998;  ;28034;N/D
167590;CALLE                   ;DEL   ;CERRO DE LA PLATA                               ;impar;NUM;1;  ;9999;  ;28007;N/D
167590;CALLE                   ;DEL   ;CERRO DE LA PLATA                               ;par  ;NUM;2;  ;9998;  ;28007;N/D
167760;CALLE                   ;DEL   ;CERRO DE VALDECAHONDE                           ;impar;NUM;1;  ;9999;  ;28023;N/D
167760;CALLE                   ;DEL   ;CERRO DE VALDECAHONDE                           ;par  ;NUM;2;  ;9998;  ;28023;N/D
167900;CALLE                   ;DEL   ;CERRO DE VALDEMARTIN                            ;impar;NUM;1;  ;29;  ;28034;N/D
167900;CALLE                   ;DEL   ;CERRO DE VALDEMARTIN                            ;impar;NUM;31;  ;9999;  ;28034;N/D
167900;CALLE                   ;DEL   ;CERRO DE VALDEMARTIN                            ;par  ;NUM;2;  ;22;  ;28034;N/D
167900;CALLE                   ;DEL   ;CERRO DE VALDEMARTIN                            ;par  ;NUM;24;  ;9998;  ;28034;N/D
168100;CALLE                   ;DE    ;CERVANTES                                       ;impar;NUM;1;  ;9999;  ;28014;N/D
168100;CALLE                   ;DE    ;CERVANTES                                       ;par  ;NUM;2;  ;9998;  ;28014;N/D
168200;AVENIDA                 ;DE    ;CERVANTES                                       ;impar;NUM;1;  ;9999;  ;28048;N/D
168200;AVENIDA                 ;DE    ;CERVANTES                                       ;par  ;NUM;2;  ;9998;  ;28048;N/D
168300;CALLE                   ;DE    ;CERVERA                                         ;impar;NUM;1;  ;9999;  ;28033;N/D
168300;CALLE                   ;DE    ;CERVERA                                         ;par  ;NUM;2;  ;9998;  ;28033;N/D
168350;CALLE                   ;DE    ;CESAR GONZALEZ RUANO                            ;impar;NUM;1;  ;21;  ;28027;N/D
168350;CALLE                   ;DE    ;CESAR GONZALEZ RUANO                            ;impar;NUM;23;  ;9999;  ;28027;N/D
168350;CALLE                   ;DE    ;CESAR GONZALEZ RUANO                            ;par  ;NUM;2;  ;9998;  ;28027;N/D
168400;CALLE                   ;DE    ;CESTONA                                         ;impar;NUM;1;  ;9999;  ;28041;N/D
168400;CALLE                   ;DE    ;CESTONA                                         ;par  ;NUM;2;  ;9998;  ;28041;N/D
168500;CALLE                   ;DE    ;CEUTA                                           ;impar;NUM;1;  ;9999;  ;28039;N/D
168500;CALLE                   ;DE    ;CEUTA                                           ;par  ;NUM;2;  ;9998;  ;28039;N/D
168600;PLAZA                   ;DE    ;CIBELES                                         ;impar;NUM;1;  ;1;  ;28014;N/D
168600;PLAZA                   ;DE    ;CIBELES                                         ;impar;NUM;3;  ;9999;  ;28014;N/D
168600;PLAZA                   ;DE    ;CIBELES                                         ;par  ;NUM;2;  ;2;  ;28014;N/D
168600;PLAZA                   ;DE    ;CIBELES                                         ;par  ;NUM;4;  ;9998;  ;28014;N/D
168700;CALLE                   ;DE    ;CICERON                                         ;impar;NUM;1;  ;9999;  ;28020;N/D
168700;CALLE                   ;DE    ;CICERON                                         ;par  ;NUM;2;  ;9998;  ;28020;N/D
168850;CALLE                   ;DEL   ;CICLON                                          ;impar;NUM;1;  ;9999;  ;28042;N/D
168850;CALLE                   ;DEL   ;CICLON                                          ;par  ;NUM;2;  ;9998;  ;28042;N/D
168900;CALLE                   ;DE    ;CICONIA                                         ;impar;NUM;1;  ;9999;  ;28027;N/D
168900;CALLE                   ;DE    ;CICONIA                                         ;par  ;NUM;2;  ;9998;  ;28027;N/D
169000;CALLE                   ;DEL   ;CID                                             ;impar;NUM;1;  ;9999;  ;28001;N/D
169000;CALLE                   ;DEL   ;CID                                             ;par  ;NUM;2;  ;9998;  ;28001;N/D
169100;CALLE                   ;DEL   ;CIDACOS                                         ;impar;NUM;1;  ;9999;  ;28002;N/D
169100;CALLE                   ;DEL   ;CIDACOS                                         ;par  ;NUM;2;  ;9998;  ;28002;N/D
169200;CALLE                   ;DE    ;CIDAMON                                         ;impar;NUM;1;  ;9999;  ;28043;N/D
169200;CALLE                   ;DE    ;CIDAMON                                         ;par  ;NUM;2;  ;9998;  ;28043;N/D
169250;PLAZA                   ;DE    ;CIDAMON                                         ;impar;NUM;1;  ;9999;  ;28043;N/D
169250;PLAZA                   ;DE    ;CIDAMON                                         ;par  ;NUM;2;  ;9998;  ;28043;N/D
169300;CALLE                   ;DE LA ;CIDRA                                           ;impar;NUM;1;  ;9999;  ;28027;N/D
169300;CALLE                   ;DE LA ;CIDRA                                           ;par  ;NUM;2;  ;9998;  ;28027;N/D
169500;CUESTA                  ;DE LOS;CIEGOS                                          ;impar;NUM;1;  ;9999;  ;28005;N/D
169500;CUESTA                  ;DE LOS;CIEGOS                                          ;par  ;NUM;2;  ;9998;  ;28005;N/D
169550;CALLE                   ;DEL   ;CIERZO                                          ;impar;NUM;1;  ;9999;  ;28042;N/D
169550;CALLE                   ;DEL   ;CIERZO                                          ;par  ;NUM;2;  ;9998;  ;28042;N/D
169650;PLAZA                   ;DE    ;CIEZA                                           ;impar;NUM;1;  ;9999;  ;28034;N/D
169650;PLAZA                   ;DE    ;CIEZA                                           ;par  ;NUM;2;  ;9998;  ;28034;N/D
169700;CALLE                   ;DE    ;CIFUENTES                                       ;impar;NUM;1;  ;9999;  ;28021;N/D
169700;CALLE                   ;DE    ;CIFUENTES                                       ;par  ;NUM;2;  ;9998;  ;28021;N/D
169750;CALLE                   ;DE    ;CIGOITIA                                        ;impar;NUM;1;  ;9999;  ;28022;N/D
169750;CALLE                   ;DE    ;CIGOITIA                                        ;par  ;NUM;2;  ;9998;  ;28022;N/D
169755;CALLE                   ;DE LA ;CIGÜEÑA                                         ;impar;NUM;1;  ;9999;  ;28019;N/D
169755;CALLE                   ;DE LA ;CIGÜEÑA                                         ;par  ;NUM;2;  ;9998;  ;28019;N/D
169900;CALLE                   ;DE    ;CIMARRA                                         ;impar;NUM;1;  ;9999;  ;28023;N/D
169900;CALLE                   ;DE    ;CIMARRA                                         ;par  ;NUM;2;  ;9998;  ;28023;N/D
170000;CALLE                   ;DEL   ;CINCA                                           ;impar;NUM;1;  ;9999;  ;28002;N/D
170000;CALLE                   ;DEL   ;CINCA                                           ;par  ;NUM;2;  ;9998;  ;28002;N/D
170100;CALLE                   ;DE LOS;CINCELADORES                                    ;impar;NUM;1;  ;9999;  ;28037;N/D
170100;CALLE                   ;DE LOS;CINCELADORES                                    ;par  ;NUM;2;  ;9998;  ;28037;N/D
170200;CALLE                   ;      ;CINCO                                           ;impar;NUM;1;  ;9999;  ;28022;N/D
170200;CALLE                   ;      ;CINCO                                           ;par  ;NUM;2;  ;9998;  ;28022;N/D
